Crime,Datetime,Description,Location_x,Neighborhood_x,Suspect Actions,Weapon,Number,@Photos,norm_date,Dr No,Area ID,Area Name,Crm Cd,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,Crm Cd Desc,Cross Street,Date Occ,Date Rp Td,Latitude,Location_y,Location 1,Longitude,Mo Codes,Neighborhood_y,Neighborhood Council,Prem Is Cd,Prem Is Desc,Rpt Dist No,Status,Status Desc,Time Occ,Tract,Vict Age,Vict Descent,Vict Sex,Weapon Desc,Weapon Used Cd,Zip Code
Vandalism,"10 p.m. March 28, 2019","The suspect vandalized Castle Heights Elementary School, causing $400 worth of damage or more.","9700 block of Cattaraugus Ave., Los Angeles",Beverlywood,Official hate crime,No weapon used,,,2019-03-28,190800572.0,,West LA,740.0,740.0,946.0,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-03-28T00:00:00.000-07:00,2019-03-29T00:00:00.000-07:00,34.0373,9700 CATTARAUGUS AV,0101000020E6100000B6F3FDD478995DC00612143FC6044140,-118.398,0329 0903,beverlywood,61.0,704.0,ELEMENTARY SCHOOL,886.0,IC ,Invest Cont,2200.0,269000.0,0.0,X,X,,,90034.0
"Criminal threats, no weapon displayed","3:45 p.m. March 31, 2019","The suspect threatened to kill a victim of unknown age, sex and ethnicity at a local needlework shop. The suspect also used profanities, racial slurs and hate-related language.","200 block of 26th St., Los Angeles",Brentwood,Official hate crime,Verbal threat,,,2019-03-31,190807889.0,,West LA,930.0,930.0,946.0,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-03-31T00:00:00.000-07:00,2019-03-31T00:00:00.000-07:00,34.0473,200 26TH ST,0101000020E6100000E6AE25E4839E5DC0E78C28ED0D064140,-118.4768,2055 1520 0903 0319 0421 2035 2036,brentwood,,203.0,OTHER BUSINESS,831.0,IC ,Invest Cont,1545.0,264302.0,0.0,X,X,VERBAL THREAT,511.0,90049.0
Vandalism,"8:00 p.m. March 31, 2019","The suspect vandalized the properties of a 45-year-old white male victim, causing $399 worth of damage or less. The case is gang-related.","6100 block of West Manchester Ave., Los Angeles",Westchester,"Official hate crime, hate incident",No weapon used,,,2019-03-31,191409567.0,,Pacific,745.0,745.0,946.0,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-03-31T00:00:00.000-07:00,2019-04-01T00:00:00.000-07:00,33.9599,6100 W MANCHESTER AV,0101000020E6100000E2E995B20C995DC017B7D100DEFA4040,-118.3914,2055 1514 0329 0903,westchester,71.0,408.0,AUTO SUPPLY STORE*,1487.0,IC ,Invest Cont,2000.0,276000.0,0.0,X,X,,,90045.0
Vandalism,"3:00 p.m. April 1, 2019",,"17800 block of Martha St., Los Angeles",Encino,Official hate crime,No weapon used,,,2019-04-01,191007966.0,,West Valley,745.0,745.0,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-04-01T00:00:00.000-07:00,2019-04-01T00:00:00.000-07:00,34.1731,17800 MARTHA ST,0101000020E6100000F7065F984CA15DC003780B2428164140,-118.5203,0329 0903 0906 2055 1516,encino,18.0,103.0,ALLEY,1045.0,IC ,Invest Cont,1500.0,139200.0,45.0,W,M,,,91316.0
Other assault,"2:07 p.m. April 8, 2019",The suspect threw a rock at the 44-year-old female victim.,"19800 block of Ventura Blvd., Los Angeles",Woodland Hills,Official hate crime,Rock,,,2019-04-08,191008224.0,,West Valley,625.0,625.0,,,,OTHER ASSAULT,,2019-04-08T00:00:00.000-07:00,2019-04-08T00:00:00.000-07:00,34.1725,19800 VENTURA BL,0101000020E6100000075F984C15A45DC0AE47E17A14164140,-118.5638,2053 1528 0903,woodland-hills,16.0,203.0,OTHER BUSINESS,1061.0,IC ,Invest Cont,1407.0,137501.0,44.0,O,F,ROCK/THROWN OBJECT,306.0,91364.0
Robbery,"3 p.m. April 12, 2019","The suspect grabbed, hit the victim and knocked them to the ground. The suspect removed the victim's property. Both the suspect and the victim were homeless.","500 block of San Julian St., Los Angeles",Downtown Los Angeles,Official hate crime,Strong arm,,,2019-04-12,190111206.0,,Central,210.0,210.0,,,,ROBBERY,,2019-04-12T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0446,500 SAN JULIAN ST,0101000020E610000048E17A14AE8F5DC068B3EA73B5054140,-118.245,0416 0448 0903 2004 0344 1218 0910 2054 1539 0429,downtown,52.0,101.0,STREET,156.0,IC ,Invest Cont,1500.0,206200.0,44.0,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,90013.0
Vandalism,"2:50 a.m. April 14, 2019","The suspect vandalized an ice cream truck, causing damages worth $400 or more.","1000 block of South La Brea Ave. , Los Angeles",Mid-Wilshire,Official hate crime,belt/chain,,,2019-04-14,190709177.0,,Wilshire,624.0,624.0,946.0,,,BATTERY - SIMPLE ASSAULT,,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 2035 0416 0446 0445 0903 0443 0449 1513,mid-wilshire,60.0,245.0,CATERING/ICE CREAM TRUCK,745.0,AA ,Adult Arrest,250.0,216200.0,32.0,H,M,BELT FLAILING INSTRUMENT/CHAIN,301.0,90036.0
Vandalism,"2:50 a.m. April 14, 2019","The suspect vandalized an ice cream truck, causing damages worth $400 or more.","1000 block of South La Brea Ave. , Los Angeles",Mid-Wilshire,Official hate crime,belt/chain,,,2019-04-14,190709176.0,,Wilshire,624.0,624.0,946.0,,,BATTERY - SIMPLE ASSAULT,,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 2035 0416 0446 0445 0903 0443 0449 1513,mid-wilshire,60.0,245.0,CATERING/ICE CREAM TRUCK,745.0,AA ,Adult Arrest,250.0,216200.0,37.0,O,M,BELT FLAILING INSTRUMENT/CHAIN,301.0,90036.0
Vandalism,"2:50 a.m. April 14, 2019","The suspect vandalized an ice cream truck, causing damages worth $400 or more.","1000 block of South La Brea Ave. , Los Angeles",Mid-Wilshire,Official hate crime,belt/chain,,,2019-04-14,190709175.0,,Wilshire,624.0,624.0,946.0,,,BATTERY - SIMPLE ASSAULT,,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 0449 2035 0416 0446 0445 0903 0443 1513,mid-wilshire,60.0,245.0,CATERING/ICE CREAM TRUCK,745.0,AA ,Adult Arrest,250.0,216200.0,61.0,O,M,BELT FLAILING INSTRUMENT/CHAIN,301.0,90036.0
Vandalism,"2:50 a.m. April 14, 2019","The suspect vandalized an ice cream truck, causing damages worth $400 or more.","1000 block of South La Brea Ave. , Los Angeles",Mid-Wilshire,Official hate crime,belt/chain,,,2019-04-14,190709178.0,,Wilshire,740.0,740.0,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 0329 1310 1513 0903,mid-wilshire,60.0,245.0,CATERING/ICE CREAM TRUCK,745.0,AA ,Adult Arrest,250.0,216200.0,32.0,O,F,BELT FLAILING INSTRUMENT/CHAIN,301.0,90036.0
BATTERY - SIMPLE ASSAULT,"2:50 a.m. April 14, 2019",The suspect threatened to harm the victim and attacked an unspecified victim by swinging his/her fist and flailing the weapon while using racial slurs.,"1000 block of South La Brea Ave., Los Angeles",Mid-Wilshire,Official hate crime,belt/chain,,,2019-04-14,190709177.0,,Wilshire,624.0,624.0,946.0,,,BATTERY - SIMPLE ASSAULT,,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 2035 0416 0446 0445 0903 0443 0449 1513,mid-wilshire,60.0,245.0,CATERING/ICE CREAM TRUCK,745.0,AA ,Adult Arrest,250.0,216200.0,32.0,H,M,BELT FLAILING INSTRUMENT/CHAIN,301.0,90036.0
BATTERY - SIMPLE ASSAULT,"2:50 a.m. April 14, 2019",The suspect threatened to harm the victim and attacked an unspecified victim by swinging his/her fist and flailing the weapon while using racial slurs.,"1000 block of South La Brea Ave., Los Angeles",Mid-Wilshire,Official hate crime,belt/chain,,,2019-04-14,190709176.0,,Wilshire,624.0,624.0,946.0,,,BATTERY - SIMPLE ASSAULT,,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 2035 0416 0446 0445 0903 0443 0449 1513,mid-wilshire,60.0,245.0,CATERING/ICE CREAM TRUCK,745.0,AA ,Adult Arrest,250.0,216200.0,37.0,O,M,BELT FLAILING INSTRUMENT/CHAIN,301.0,90036.0
BATTERY - SIMPLE ASSAULT,"2:50 a.m. April 14, 2019",The suspect threatened to harm the victim and attacked an unspecified victim by swinging his/her fist and flailing the weapon while using racial slurs.,"1000 block of South La Brea Ave., Los Angeles",Mid-Wilshire,Official hate crime,belt/chain,,,2019-04-14,190709175.0,,Wilshire,624.0,624.0,946.0,,,BATTERY - SIMPLE ASSAULT,,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 0449 2035 0416 0446 0445 0903 0443 1513,mid-wilshire,60.0,245.0,CATERING/ICE CREAM TRUCK,745.0,AA ,Adult Arrest,250.0,216200.0,61.0,O,M,BELT FLAILING INSTRUMENT/CHAIN,301.0,90036.0
BATTERY - SIMPLE ASSAULT,"2:50 a.m. April 14, 2019",The suspect threatened to harm the victim and attacked an unspecified victim by swinging his/her fist and flailing the weapon while using racial slurs.,"1000 block of South La Brea Ave., Los Angeles",Mid-Wilshire,Official hate crime,belt/chain,,,2019-04-14,190709178.0,,Wilshire,740.0,740.0,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 0329 1310 1513 0903,mid-wilshire,60.0,245.0,CATERING/ICE CREAM TRUCK,745.0,AA ,Adult Arrest,250.0,216200.0,32.0,O,F,BELT FLAILING INSTRUMENT/CHAIN,301.0,90036.0
BATTERY - SIMPLE ASSAULT,"2:50 a.m. April 14, 2019",The suspect threatened to harm the victim and attacked an unspecified victim by swinging his/her fist and flailing the weapon while using racial slurs.,"1000 block of South La Brea Ave., Los Angeles",Mid-Wilshire,Official hate crime,belt/chain,,,2019-04-14,190709177.0,,Wilshire,624.0,624.0,946.0,,,BATTERY - SIMPLE ASSAULT,,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 2035 0416 0446 0445 0903 0443 0449 1513,mid-wilshire,60.0,245.0,CATERING/ICE CREAM TRUCK,745.0,AA ,Adult Arrest,250.0,216200.0,32.0,H,M,BELT FLAILING INSTRUMENT/CHAIN,301.0,90036.0
BATTERY - SIMPLE ASSAULT,"2:50 a.m. April 14, 2019",The suspect threatened to harm the victim and attacked an unspecified victim by swinging his/her fist and flailing the weapon while using racial slurs.,"1000 block of South La Brea Ave., Los Angeles",Mid-Wilshire,Official hate crime,belt/chain,,,2019-04-14,190709176.0,,Wilshire,624.0,624.0,946.0,,,BATTERY - SIMPLE ASSAULT,,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 2035 0416 0446 0445 0903 0443 0449 1513,mid-wilshire,60.0,245.0,CATERING/ICE CREAM TRUCK,745.0,AA ,Adult Arrest,250.0,216200.0,37.0,O,M,BELT FLAILING INSTRUMENT/CHAIN,301.0,90036.0
BATTERY - SIMPLE ASSAULT,"2:50 a.m. April 14, 2019",The suspect threatened to harm the victim and attacked an unspecified victim by swinging his/her fist and flailing the weapon while using racial slurs.,"1000 block of South La Brea Ave., Los Angeles",Mid-Wilshire,Official hate crime,belt/chain,,,2019-04-14,190709175.0,,Wilshire,624.0,624.0,946.0,,,BATTERY - SIMPLE ASSAULT,,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 0449 2035 0416 0446 0445 0903 0443 1513,mid-wilshire,60.0,245.0,CATERING/ICE CREAM TRUCK,745.0,AA ,Adult Arrest,250.0,216200.0,61.0,O,M,BELT FLAILING INSTRUMENT/CHAIN,301.0,90036.0
BATTERY - SIMPLE ASSAULT,"2:50 a.m. April 14, 2019",The suspect threatened to harm the victim and attacked an unspecified victim by swinging his/her fist and flailing the weapon while using racial slurs.,"1000 block of South La Brea Ave., Los Angeles",Mid-Wilshire,Official hate crime,belt/chain,,,2019-04-14,190709178.0,,Wilshire,740.0,740.0,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 0329 1310 1513 0903,mid-wilshire,60.0,245.0,CATERING/ICE CREAM TRUCK,745.0,AA ,Adult Arrest,250.0,216200.0,32.0,O,F,BELT FLAILING INSTRUMENT/CHAIN,301.0,90036.0
BATTERY - SIMPLE ASSAULT,"2:50 a.m. April 14, 2019",The suspect threatened to harm the victim and attacked an unspecified victim by swinging his/her fist and flailing the weapon while using racial slurs.,"1000 block of South La Brea Ave., Los Angeles",Mid-Wilshire,Official hate crime,belt/chain,,,2019-04-14,190709177.0,,Wilshire,624.0,624.0,946.0,,,BATTERY - SIMPLE ASSAULT,,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 2035 0416 0446 0445 0903 0443 0449 1513,mid-wilshire,60.0,245.0,CATERING/ICE CREAM TRUCK,745.0,AA ,Adult Arrest,250.0,216200.0,32.0,H,M,BELT FLAILING INSTRUMENT/CHAIN,301.0,90036.0
BATTERY - SIMPLE ASSAULT,"2:50 a.m. April 14, 2019",The suspect threatened to harm the victim and attacked an unspecified victim by swinging his/her fist and flailing the weapon while using racial slurs.,"1000 block of South La Brea Ave., Los Angeles",Mid-Wilshire,Official hate crime,belt/chain,,,2019-04-14,190709176.0,,Wilshire,624.0,624.0,946.0,,,BATTERY - SIMPLE ASSAULT,,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 2035 0416 0446 0445 0903 0443 0449 1513,mid-wilshire,60.0,245.0,CATERING/ICE CREAM TRUCK,745.0,AA ,Adult Arrest,250.0,216200.0,37.0,O,M,BELT FLAILING INSTRUMENT/CHAIN,301.0,90036.0
BATTERY - SIMPLE ASSAULT,"2:50 a.m. April 14, 2019",The suspect threatened to harm the victim and attacked an unspecified victim by swinging his/her fist and flailing the weapon while using racial slurs.,"1000 block of South La Brea Ave., Los Angeles",Mid-Wilshire,Official hate crime,belt/chain,,,2019-04-14,190709175.0,,Wilshire,624.0,624.0,946.0,,,BATTERY - SIMPLE ASSAULT,,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 0449 2035 0416 0446 0445 0903 0443 1513,mid-wilshire,60.0,245.0,CATERING/ICE CREAM TRUCK,745.0,AA ,Adult Arrest,250.0,216200.0,61.0,O,M,BELT FLAILING INSTRUMENT/CHAIN,301.0,90036.0
BATTERY - SIMPLE ASSAULT,"2:50 a.m. April 14, 2019",The suspect threatened to harm the victim and attacked an unspecified victim by swinging his/her fist and flailing the weapon while using racial slurs.,"1000 block of South La Brea Ave., Los Angeles",Mid-Wilshire,Official hate crime,belt/chain,,,2019-04-14,190709178.0,,Wilshire,740.0,740.0,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 0329 1310 1513 0903,mid-wilshire,60.0,245.0,CATERING/ICE CREAM TRUCK,745.0,AA ,Adult Arrest,250.0,216200.0,32.0,O,F,BELT FLAILING INSTRUMENT/CHAIN,301.0,90036.0
Aggravated assault,"7:30 p.m. April 19, 2019",,"11700 block of San Vincente Blvd., Los Angeles",Brentwood,Official hate crime,Rock thrown at victim,,,2019-04-19,190808707.0,,West LA,627.0,627.0,946.0,,,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,,2019-04-19T00:00:00.000-07:00,2019-04-19T00:00:00.000-07:00,34.0579,11700 SAN VICENTE BL,0101000020E6100000E02D90A0F89D5DC01D38674469074140,-118.4683,2055 1514 2004 0417 0903 2035 1251 1258,brentwood,,402.0,MARKET,827.0,AO ,Adult Other,1930.0,264102.0,11.0,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,90049.0
Aggravated assault,"7:30 p.m. April 19, 2019",,"11700 block of San Vincente Blvd., Los Angeles",Brentwood,Official hate crime,Rock thrown at victim,,,2019-04-19,190808706.0,,West LA,230.0,230.0,946.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-04-19T00:00:00.000-07:00,2019-04-19T00:00:00.000-07:00,34.0579,11700 SAN VICENTE BL,0101000020E6100000E02D90A0F89D5DC01D38674469074140,-118.4683,2055 1514 2004 1822 0340 0319 0429 0445 0903 2035,brentwood,,402.0,MARKET,827.0,AO ,Adult Other,1930.0,264102.0,42.0,B,F,ROCK/THROWN OBJECT,306.0,90049.0
Aggravated assault,"7:30 p.m. April 19, 2019","The homeless suspect followed the unspecified victim before grabbing and knocking him/her to the ground, while using racial slurs and profanities. The victim did not know the suspect prior to the crime.","11700 block of San Vincente Blvd., Los Angeles",Brentwood,Official hate crime,Rock thrown at victim,,,2019-04-19,190808707.0,,West LA,627.0,627.0,946.0,,,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,,2019-04-19T00:00:00.000-07:00,2019-04-19T00:00:00.000-07:00,34.0579,11700 SAN VICENTE BL,0101000020E6100000E02D90A0F89D5DC01D38674469074140,-118.4683,2055 1514 2004 0417 0903 2035 1251 1258,brentwood,,402.0,MARKET,827.0,AO ,Adult Other,1930.0,264102.0,11.0,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,90049.0
Aggravated assault,"7:30 p.m. April 19, 2019","The homeless suspect followed the unspecified victim before grabbing and knocking him/her to the ground, while using racial slurs and profanities. The victim did not know the suspect prior to the crime.","11700 block of San Vincente Blvd., Los Angeles",Brentwood,Official hate crime,Rock thrown at victim,,,2019-04-19,190808706.0,,West LA,230.0,230.0,946.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-04-19T00:00:00.000-07:00,2019-04-19T00:00:00.000-07:00,34.0579,11700 SAN VICENTE BL,0101000020E6100000E02D90A0F89D5DC01D38674469074140,-118.4683,2055 1514 2004 1822 0340 0319 0429 0445 0903 2035,brentwood,,402.0,MARKET,827.0,AO ,Adult Other,1930.0,264102.0,42.0,B,F,ROCK/THROWN OBJECT,306.0,90049.0
Criminal threats,"2:14 p.m. April 23, 2019",The suspect sent a threatening text message or email to the victim.,"5500 block of Corteen Pl., Los Angeles",Valley Village,Official hate crime,Verbal threat,,,2019-04-23,191509919.0,,N Hollywood,930.0,930.0,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-04-23T00:00:00.000-07:00,2019-04-24T00:00:00.000-07:00,34.1704,5500 CORTEEN PL,0101000020E6100000CB10C7BAB8995DC0849ECDAACF154140,-118.4019,2053 1528 0903 1912,valley-village,25.0,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1543.0,AA ,Adult Arrest,1414.0,124902.0,23.0,W,F,VERBAL THREAT,511.0,91607.0
Criminal threats,"12 p.m. April 23, 2019",The suspect sent a threatening text message or email to the victim.,"14900 block of Ventura Blvd., Los Angeles",Sherman Oaks,Official hate crime,Verbal threat,,,2019-04-23,190910126.0,,Van Nuys,930.0,930.0,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-04-23T00:00:00.000-07:00,2019-04-30T00:00:00.000-07:00,34.1524,14900 VENTURA BL,0101000020E6100000304CA60A469D5DC088F4DBD781134140,-118.4574,2053 1528 0903 1912,sherman-oaks,26.0,203.0,OTHER BUSINESS,981.0,AA ,Adult Arrest,1200.0,141303.0,35.0,W,M,VERBAL THREAT,511.0,91403.0
Brandish a weapon,"10:45 a.m. April 25, 2019",The suspect threatened to kill the victim with a weapon in his/her waistband while using profanities. Both the suspect and the victim were homeless.,"1400 block of Glendale Blvd., Los Angeles",Echo Park,Official hate crime,Strong arm,,,2019-04-25,191109522.0,,Northeast,761.0,761.0,930.0,946.0,,BRANDISH WEAPON,,2019-04-25T00:00:00.000-07:00,2019-04-25T00:00:00.000-07:00,34.0808,1400 GLENDALE BL,0101000020E6100000A245B6F3FD905DC027C286A7570A4140,-118.2655,0903 0387 1218 2004 0400 1601 0421 0446 2054 1539,echo-park,44.0,203.0,OTHER BUSINESS,1181.0,AO ,Adult Other,1045.0,195600.0,28.0,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,90026.0
Brandish a weapon,"3 p.m. April 25, 2019",The homeless suspect threatened to kill the victim while using hate-related language. The crime is also related to the victim's employment.,"100 block of East 6th St., Los Angeles",Downtown Los Angeles,Official hate crime,Knife,,,2019-04-25,190112073.0,,Central,761.0,761.0,,,,BRANDISH WEAPON,,2019-04-25T00:00:00.000-07:00,2019-04-25T00:00:00.000-07:00,34.046,100 E 6TH ST,0101000020E610000024B9FC87F48F5DC0D9CEF753E3054140,-118.2493,2036 2054 1536 0917 0319 0421 0334 2004 1822 0903,downtown,52.0,203.0,OTHER BUSINESS,154.0,IC ,Invest Cont,1500.0,207302.0,32.0,W,M,OTHER KNIFE,207.0,90013.0
Vandalism,"11 a.m. May 3, 2019","The suspect vandalized a nearby apartment, causing $399 worth of damage or less.","500 block of West 23rd St., Los Angeles",Historic South Central,Official hate crime,No weapon used,,,2019-05-03,191310971.0,,Newton,745.0,745.0,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-05-03T00:00:00.000-07:00,2019-05-05T00:00:00.000-07:00,34.0302,500 W 23RD ST,0101000020E6100000B6F3FDD478915DC06B2BF697DD034140,-118.273,0329 0903 2057 1528,historic-south-central,52.0,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1321.0,IC ,Invest Cont,1100.0,224020.0,45.0,W,M,,,90007.0
Aggravated assault ,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the seven-year-old Hispanic female victim, who was attacked based on her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights,,Unknown weapon ,123.0,HC-123.png,2019-06-14,190411046.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1257,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,4.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault ,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the seven-year-old Hispanic female victim, who was attacked based on her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights,,Unknown weapon ,123.0,HC-123.png,2019-06-14,190411043.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,7.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault ,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the seven-year-old Hispanic female victim, who was attacked based on her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights,,Unknown weapon ,123.0,HC-123.png,2019-06-14,190411044.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1258,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,6.0,H,M,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault ,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the seven-year-old Hispanic female victim, who was attacked based on her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights,,Unknown weapon ,123.0,HC-123.png,2019-06-14,190411041.0,,Hollenbeck,230.0,230.0,998.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0903 0445 2056 1516 0319 2004 1402 1202,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,62.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
Aggravated assault ,"9:10 a.m. June 14, 2019","The suspect used profanities and swung their weapon at the seven-year-old Hispanic female victim, who was attacked based on her gender. The crime was classified by the LAPD as a hate crime with an ""Anti-Hispanic or Latino"" bias. 
","2600 block of N. Broadway, Los Angeles",Lincoln Heights,,Unknown weapon ,123.0,HC-123.png,2019-06-14,190411045.0,,Hollenbeck,230.0,230.0,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0445 0903 2056 1516 0319 1257,lincoln-heights,47.0,101.0,STREET,415.0,AA ,Adult Arrest,910.0,199201.0,4.0,H,F,UNKNOWN WEAPON/OTHER WEAPON,500.0,90031.0
